Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
2015,Maruti Swift Dzire LXI,"42,000",Petrol,Manual,3.45,"Preet Vihar, New Delhi"
2014,Maruti Ciaz ZXi,"57,000",Petrol,Manual,4.10,"Preet Vihar, New Delhi"
2018,Tata Tiago 1.2 Revotron XZ,"64,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2024,Mercedes-Benz GLS 400d 4MATIC BSVI,"2,500",Diesel,Automatic,1.35 Crore,"Ashok Vihar, New Delhi"
2019,Ford Endeavour Titanium Plus 4X2,"63,000",Diesel,Automatic,23.90,"Ramesh Nagar, New Delhi"
2016,Hyundai Grand i10 Sportz,"65,000",Petrol,Manual,3.80,"Preet Vihar, New Delhi"
2020,Renault KWID Climber 1.0 MT Opt,"37,000",Petrol,Manual,4.15,"Ip Extension, New Delhi"
2019,Hyundai i20 Sportz Plus BSIV,"49,000",Petrol,Manual,5.45,"Dr.mukerjee Nagar, New Delhi"
2020,Mercedes-Benz GLE 300d BSVI,"32,000",Diesel,Automatic,62,"Naraina, New Delhi"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"60,000",Diesel,Automatic,93.50,"Aya Nagar, New Delhi"
2018,Maruti Swift AMT VXI,"54,000",Petrol,Automatic,5.25,"Dwarka Sector-6, New Delhi"
2019,MG Hector Sharp DCT,"74,000",Petrol,Automatic,11.75,"Bengali Market, New Delhi"
2023,Mercedes-Benz A-Class Limousine A 200 BSVI,"8,000",Petrol,Automatic,41,"Tilak Nagar East, New Delhi"
2023,Hyundai Exter SX CNG 4 Cylinder,"18,000",CNG,Manual,8.95,"Dwarka Sector-6, New Delhi"
2017,Maruti Baleno 1.2 CVT Delta,"45,000",Petrol,Automatic,4.99,"Ramesh Nagar, New Delhi"
2015,Hyundai Creta 1.4 CRDi S,"97,000",Diesel,Manual,5.75,"Pitampura, New Delhi"
2014,Audi A6 2.0 TDI Premium Plus,"51,000",Diesel,Automatic,8.25,"Vikaspuri, New Delhi"
2016,Jaguar XF 3.0 Litre S Premium Luxury,"60,000",Diesel,Automatic,13.75,"Ashok Vihar, New Delhi"
2022,Kia Sonet HTX Diesel BSVI,"48,000",Diesel,Manual,10.90,"Ashok Vihar, New Delhi"
2015,Honda Brio S MT,"28,000",Petrol,Manual,3.50,"Defence Colony, New Delhi"
